CODE,NAME,COMMON NAME,OWNERSHIP,TYPE,STATUS,ZONE,DISTRICT,DATE OPENED,Year_Opened,LATITUDE,LONGITUDE
NE301230,Nthondo,Nthondo,Government,Clinic,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-4,4
CK271233,NTHONDO HEALTH POST,NTHONDO HEALTH POST,Government,Health Post,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.86,35.16
MHG191234,Nthorowa Health Centre,Ntholowa,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.99492,35.57325
BT241237,Nyambadwe ,Nyambadwe,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.77139,35.02323
MHG191238,Nyambi Health Centre,Nyambi,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.68999,35.57257
CK271239,Nyambisoni,Nyambisoni,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.460228,34.892456
NE301240,Nyamithuthu Health Centre,Nyamithuthu,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.68213,35.19821
BLK171244,Nyanyala,Nyanyala  under 5 clinic,Government,Clinic,Functional,South West Zone,Balaka,Jan 1st 75,Before Flood,-15.189789,34.921519
ZA231252,Palms Private Clinic,Palms Private Clinic,Private,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,,
CK271259,Pende,Pende,Government,Health Post,Functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.485763,34.820457
BT241260,Pensulo,Joshua Clinic,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.81,34.96
MH201261,"Perekamoyo, William D. Mphatso",Perekamoyo,Private,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.08575,34.91427
BLK171264,Phalula Health Centre,Phalula,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,Before Flood,-15.22557,34.89322
BT241268,Philadephia,Philadephia,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,,
BLK171269,Phimbi Health Centre,Phimbi,Government,Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,Before Flood,-15.25075,35.10716
MH201272,Phirilongwe Health Centre,Damu,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.58847,34.89938
NE301274,Phokera Health Centre,Phokera,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.62831,35.15663
MJ211277,Phwazi Estate Clinic,Phwazi,Private,Clinic,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.01792,35.68294
BT241279,Piereck Clinic,Evangelical,Christian Health Association of Malawi (CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.89,35.07
BT241280,Double O Clinic ,Private clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
CZ261281,PIM Health Centre,PIM,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.75309,35.1923
ZA231284,Police College Hospital,Police,Other,Hospital,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.39112,35.32685
BT241285,Portland cement,Portland Cement Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.79,35.03
BT241288,Praises Pvt Clinic ,KwaMnthali,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.761649492402414,35.06167851974283
MH201289,precious dental and medical centre,Precious Dental and Medical centre,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.48,35.26
BT241290,PACE Clinic,PACE CLINIC,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
TO311291,Puteni,Puteni,Government,Health Post,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.043512,34.952745
BT241292,Private Vehicle Hire Organisation,PVHO Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.78605,35.01818
BT241293,Queen Elizabeth Central Hospital,Queen Elizabeth Central Hospital,Government,Central Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.80214,35.021
BT241297,Rapha Pvt Clinic,Rapha Pvt Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.79,35.08
ZA231299,Rhema clinic,Rhema,Private,Clinic,Non-functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.398069,35.324604
MJ211303,Ruo Estate Clinic,Ruo,Private,Clinic,Non-functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.08964,35.66507
ZA231304,RWJ Wallace Limited Clinic,RWJ Wallace Limited Clinic,Private,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,,
BT241307,Saint Elgidio,DREAM Saint Egidio,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,,
MJ211308,Salamba,Salamba,Christian Health Association of Malawi (CHAM),Health Post,Non-functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.108046,35.462618
TO311313,Sam,Samu,Government,Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.13981,35.09852
TO311315,Sambankhanga Health Centre,sambankhanga health centre,Government,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-15.981874,35.225924
TO311316,Sandama,sandama,Government,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.207048,35.295703
BT241318,Sanjika Dispensary,Sanjika,Government,Dispensary,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-16.165451453126238,37.90650017569067
NE301319,Sankhulani Health Centre,Sankhulani,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.456861,35.258889
CK271321,Saopa,Saopa,Government,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.485763,34.820457
TO311322,Satemwa Tea Estate Clinic,Satemwa Dispensary,Other,Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.07641,35.07692
MJ211323,Sayama Clinic,Sayama,Private,Clinic,Non-functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.07107,35.5471
BT241325,Semema Pvt Clinic ,Semema,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.73135,35.05798
BT241330,Shifa,Shifa Private Hospital,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.78715,35.01045
MH201333,Sinyala Dispensary,Sinyala,Government,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.58386,35.57626
MH201334,Sister Martha Health Centre,Chigweche,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.38531,35.53555
BT241335,Magita PVT Clinic,Magita Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.79,35.03
BT241336,Soche Maternity,Soche Clinic,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.85726,35.02761
BT241337,Soche SDA,Soche SDA Clinic,Christian Health Association of Malawi (CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.80918,35.01977
BT241339,Society Medical Clinic,Society Medical Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.725756,35.058386
MH201342,Somba Health Centre,Somba,Non-Government,Health Centre,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.64701,35.53803
NE301343,Sorgin Health Centre,Sorgin,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.54278,35.01159
BT241344,Miracle Private Clinic (Manje),Miracle Private Clinic ,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.72562,35.05823
BT241347,South Lunzu,South Lunzu,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.72678,35.05471
TO311353,St Joseph's Health Center,St Joseph's Health Center,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,,
CK271354,St Martin'S Clinic,St Martin'S Clinic,Private,Dispensary,Functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,,
CK271356,St Montfort Hospital,Montfort,Christian Health Association of Malawi (CHAM),Hospital,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.25716,34.86831
BT241357,St Vincent Health Centre,St Vincent,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.91421,34.94984
TO311363,St. Hellena Oakley (Ntambanyama),St. Hellena Oakley (Ntambanyama),Christian Health Association of Malawi (CHAM),Dispensary,Functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.32104,35.20741
MH201367,St. Johns Seminary,St. Johns Nutrition Centre,Christian Health Association of Malawi (CHAM),Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.54678,35.17842
CZ261369,St. Joseph Hospital,Nguludi,Christian Health Association of Malawi (CHAM),Hospital,Non-functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.80173,35.16825
MH201374,St. Martins Mission Hospital,St. Martins Mission Hospital,Christian Health Association of Malawi (CHAM),Hospital,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.34759,35.29375
MH201379,Stuka Pvt Clinic,Stuka Pvt Clinic,Private,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,,
CK271381,Sucoma Clinic Illovo (Armumend,Sucoma Clinic Illovo (Armumend,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.40314,34.8832
CK271382,Sucoma Illovo Factory Clinic,Illove factory,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.25773,34.89181
CK271383,Sucoma Kalulu Clinic,Kalulu,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.24144,34.91164
CK271384,Sucoma Lengwe,Lengwe,Other,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.20038,34.7997
CK271385,Sucoma Mangulenje Clinic,Mangulenje,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.22227,34.8544
CK271386,Sucoma Mkombezi,Mkombezi,Other,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.27633,34.88054
CK271387,Sucoma/Mwanza/Illovo Clinic,Mwanza Clinic,Other,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.1894,34.88065
BT241389,Sungani's Medical centre,Sunganis Medical Centre,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.72832,35.01953
BT241391,Sunny Side B,Sunny Side B,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.80025,34.9964
BT241393,Tadala,Tadala Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.83304,35.0852
BT241394,Tapima Minute Health centre,Tapima Minute Health centre,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,,
NN291396,Tedzani,Tedzani,Non-Government,Dispensary,Non-functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.560917,34.786382
NE301399,Tengani Health Centre,Mpatsa,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.73308,35.27015
CK271400,Thabwani,Thabwani,Government,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.033598,34.914286
MN281401,Thambani Health Centre,Thambani,Government,Health Centre,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-15.72609,34.39953
BT241403,Thandizo- Semak,Thandizo Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.74337,35.01677
BT241409,Thejopal Rotta. S,Thejopal Rotta. S,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.78392,35.00238
TO311410,Thekerani Rural Hospital,Thekerani Rural Hospital,Government,Hospital,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.32104,35.20741
MJ211411,Thembe Health Centre,Thembe Health Centre,Christian Health Association of Malawi (CHAM),Dispensary,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.06936,35.63033
CK271412,Thendo,Thendo,Government,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.670226,34.879987
CK271413,Therere,Therere,Government,Health Post,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.36776,34.682238
TO311415,Thomasi Health Centre,Thomas Health Centre,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.02878,34.97881
ZA231417,Thondwe Pastoral Centre,Katolika,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.49429,35.21861
MJ211419,Thornwood Estate Clinic,Thornwood,Private,Clinic,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-8,7
MJ211422,Thuchila Health Centre,Thuchila Health Centre,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-7,4
TO311423,Thukuta,Thukuta Improved Health post,Government,Health Post,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.394465,35.263278
CZ261424,Thumbwe Health Centre,Thumbwe,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.76823,35.24849
TO311426,Thunga Health Centre,Thunga ,Private,Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.00096,35.06532
TO311428,Thyolo District Hospital,Thyolo Hospital,Government,District Hospital,Functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.06937,35.14806
TO311429,Thyolo Private Clinic,Thyolo Private Clinic,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.07,35.14
CK271430,Tichira,Tichira,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,,
NE301431,Tikondane Clinic,Tikondane,Private,Health Centre,Non-functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.58035,35.10953
BT241432,Tilinanu Private Medical Clinic,Tilinanu ,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.77382,35.03262
MN281436,Tiyende Ptv Clinic,Tiyende Private Clinic,Private,Clinic,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-15.59467,34.51102
NE301440,Trinity Hospital,Trinity,Christian Health Association of Malawi (CHAM),Clinic,Non-functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.41919,35.17154
BT241441,Trizah Private Clinic,Tirzah,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.81,35.06
BT241442,Trumate,Trumate,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.791433,35.084593
BT241443,Truzag,Truzag Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.81196,35.05753
MH201447,Tulame Pvt Clinic,Tulame Pvt Clinic,Private,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,,
MN281448,Tulonkhondo Health Centre,Tulonkhondo Health Centre,Government,Health Centre,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-15.7496,34.52277
BT241452,Ulemu,Ulemu,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.77529,35.00207
BLK171454,Ulongwe Health Centre,ulongwe health centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,Before Flood,-14.86247,35.17734
MH201455,Umodzi Clinic,Umodzi,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.47692,35.2643
ZA231456,Umodzi Clinic - Aquaid Lifeline Project,Umodzi Clinic - Aquaid Lifeline Project,Private,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,,
MHG191458,Umoyo Private Clinic,Umoyo,Private,Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.99987,35.49031
BT241460,Umunthu Foundation private clinic,Umunthu Foundation private Clinic,Non-Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.84,35.1
CK271461,Umuoneke,Umuoneke,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.062656,34.819652
BT241463,Ungweru private clinic,Ungweru,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.75,35
BT241464,Unilever South East Private,Unilever South East Private,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,,
BLK171467,Utale 1 Health Centre,Utale 1,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,Before Flood,-15.17774,35.06424
BLK171468,Utale 2 Health Centre,Utale 2,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,Before Flood,-15.16981,35.07239
BT241474,Viyuyi Mathews M. Yankho Priv,Viyuyi Mathews M. Yankho Priv,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.74251,35.0776
ZA231483,Wecare Maternity Private Clini,We care,Private,Clinic,Non-functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.37806,35.36123
BT241484,Wehmat,Wehmat,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.8,35.01
BT241488,White Dove,White Dove,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.767186,34.999598
BT241495,Yankho .,Yankho Pvt,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,,
NN291498,Zalewa Dapp Vct Station,Zalewa DAPP Clinic,Government,Clinic,Non-functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.44995,34.8504
NN291499,Zalewa Pih Clinic,Zalewa PIH,Private,Clinic,Non-functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.45,34.85
MHG191500,Zasintha Private Clinic,Zasintha,Private,Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.74521,35.56532
ZA231502,Zilindo Health Centre,Zilindo,Government,Clinic,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.3805,35.3013
BT241503,Zingwangwa BLM,Zingwangwa BLM,Non-Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241504,Zingwangwa Health Centre,Zingwangwa,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241505,Zingwangwa private clinic,Zingwangwa private clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.817047,35.014587
TO311506,Zoa Health Centre,Zoa Health Centre,Government,Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.23764,35.19992
ZA231508,Zomba BLM,Banja la mtsogolo,Non-Government,Clinic,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.38919,35.31989
ZA231509,Zomba Central Hospital,General,Government,Central Hospital,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.3994,35.31378
ZA231510,Zomba Central Prison Clinic,Zomba Prison,Government,Clinic,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.39611,35.31248
ZA231511,Zomba City Private Clinic,city clinic,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.383472,35.321326
ZA231512,Zomba DHO Pharmacy,Zomba DHO Pharmacy,Government,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,,
ZA231513,Zomba Mental Hospital,Mental,Government,Hospital,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.39874,35.30477
MH201520,Chapola,Chapola,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.790644722780096,35.257087424400424
MH201521,Thumu,Thumu,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-1,2
MH201522,Maganga,Maganga,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-13.535548509713546,34.89478951875003
MH201523,Tumbwe,Tumbwe,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-1,1
MH201524,Makumba,Makumba,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-1,2
MH201525,Nchisa,Nchisa,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-1,2
MH201526,Lukoloma Health centre,Lukoloma,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-1,1
MJ211527,Njedza  clinic,njedza,Private,Private,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-8,7
MH201529,Cape Maclear ,Cape Maclear,Government,Health Post,Pending Operation (Under construction),South West Zone,Mangochi,Jan 1st 75,Before Flood,-1,2
MN281530,ST. LUCIOUS PVT CLINIC,ST. LUCIOUS PVT CLINIC,Private,Clinic,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-1,2
MN281532,EBENEZER PVT CLINIC,EBENEZER CLINIC,Private,Clinic,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-2,3
MN281533,MWANZA PVT CLINIC,MWANZA CLINIC,Private,Clinic,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-2,3
CZ261534,Akasale Private Clinic,Akasale,Private,Private,Functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-13.2512161,34.3015278
MN281535,LIFE STYLE PVT CLINIC,LIFE STYLE CLINIC,Private,Private,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-2,3
MN281536,LIFE STYLE PVT CLINIC,LIFE STYLE PVT CLINIC,Private,Private,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-2,3
MN281537,GOOD SAMARITAN PVT CLINIC,GOOD SAMARITAN PVT CLINIC,Private,Private,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-2,3
MH201539,Cape Maclear,Chembe,Government,Health Post,Pending Operation (Under construction),South West Zone,Mangochi,Jan 1st 75,Before Flood,-1,2
MH201540,Nankhwali,Nankhwali,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-1,2
MH201541,Kapire Health Centre,Kapire,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-1,1
BT241543,College Of Medicine ,COM Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241544,BANGWE DAIHALIMA- MADINA CLINIC,Bangwe Madina/ Daihalima Clinic,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241545,Mphatso Pvt Clinic,Mphatso,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241546,BWERANI PVT CLINIC,BWERANI PVT CLINIC,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241547,ELLEY PVT CLINIC,ELLEY ,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
ZA231548,Prime PVT CLINIC,Jali pvt,Private,Private,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-1,1
BT241549,MAKANDE PVT CLINIC ,MAKANDE,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241550,CHIFUNDO PVT CLINIC,CHIFUNDO,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241551,CHILOMONI PVT CLINIC,CHILOMONI PVT,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241552,Malmed Clinic _ Ginnery Corner ,Malmed Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241553,BM KACHALE  CLINIC,BM KACHALE,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241554,Home Care Private Clinic ,Home Care Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241555,PREMIER SPECIALIST CLINIC,PREMIER CLINIC,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.779453749513038,35.06043421186117
BT241556,MAKWASA PVT CLINIC,MAKWASA,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241557,NANCHOLI YOUTH ORGANISATION,NANCHOLI YOUTH ORGANISATION,Non-Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
BT241558,Lighthouse Health Centre ,Lighthouse Health Centre ,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.84553453331113,35.04738415359116
ZA231416,Thondwe Dispensary,Thondwe,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 76,Before Flood,-15.48458,35.23696
ZA230144,Chamba Health Centre,Chamba,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 79,Before Flood,-15.46571,35.51662
MN281081,Mwanza District Hospital,Mwanza District Hospital,Government,District Hospital,Functional,South East Zone,Mwanza,Jan 1st 81,Before Flood,-15.59118,34.50998
ZA230254,Chipini Rural Hospital,Chipini,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 92,Before Flood,-15.39007,35.09531
PE220502,Kalinde,Kalinde,Government,Dispensary,Functional,South West Zone,Phalombe,Jul 15th 87,Before Flood,-15.67187,35.72838
ZA230667,Likangala Health Centre,Likangala,Government,Health Centre,Functional,South West Zone,Zomba,Jun 21st 93,Before Flood,-15.42787,35.54461
ZA230151,Changalume Barracks,Changalume,Government,Health Centre,Functional,South West Zone,Zomba,Mar 15th 05,Before Flood,-15.3896,35.21184
ZA231378,State House Dispensary,State house,Government,Clinic,Functional,South West Zone,Zomba,Mar 1st 79,Before Flood,-15.38153,35.31027
ZA231109,Namadidi Health Centre,Namadidi,Government,Health Centre,Functional,South West Zone,Zomba,May 12th 12,Before Flood,-15.41079,35.24736
MJ210108,Bondo Health Centre,Bondo health center,Government,Health Centre,Functional,South West Zone,Mulanje,May 19th 94,Before Flood,-16.04267,35.61388
ZA231282,Pirimiti Rural Hospital,Pirimiti,Christian Health Association of Malawi (CHAM),Hospital,Functional,South West Zone,Zomba,May 2nd 60,Before Flood,-15.48302,35.45048
